epoch,train_loss,train_recon_loss,train_prior_recon_loss,train_pred_loss,train_kl_loss,val_loss,val_recon_loss,val_prior_recon_loss,val_pred_loss,val_kl_loss
26,0.2606198727526088,0.002748764519067243,0.4996487100242147,0.0019046101938089074,0.6142142765363598,0.26413179732657766,0.003180743572679726,0.5058687341374319,0.0020990624168031923,0.5917622567834081
27,0.2600917147259899,0.002625945419250802,0.49930524597582254,0.0017810268884880097,0.6032120351896985,0.2635967594546241,0.002999026712181198,0.5051923333793074,0.0017261897116219876,0.6275374526913101
28,0.2595301215906566,0.0026425677831594086,0.49868648365977675,0.001651912498655943,0.5892399181397647,0.2646153645740973,0.002601817080348327,0.5070706009864807,0.0017162423920691818,0.6762003278410113
29,0.2596579664204352,0.0025886335970240516,0.49897651351493305,0.001660807741832883,0.5920269364392737,0.26470012137213267,0.003909610164653812,0.5065166781077514,0.0016448768752476048,0.58872923577154
30,0.2594057240569409,0.0026369229021753473,0.49876651548648815,0.0015885877419815255,0.5796956059981448,0.2621911454039651,0.002735733378653389,0.5046975258234385,0.0016272547953711772,0.5479392602637008
31,0.2589827880542567,0.0025490710275403177,0.49856916247681415,0.0014810079194643429,0.5668127390046745,0.2614214305539389,0.0025689732881162214,0.5043766627440581,0.0014961144219882586,0.5168012920263652
32,0.2588940239440034,0.0025665341484561893,0.49852317211168995,0.0014455732443247758,0.5620330275120483,0.26222379767411463,0.0022844293790340825,0.5049903920373401,0.0014008028162139897,0.6043370035854546
33,0.2587375355538558,0.002583716496241357,0.4984521237305116,0.0013911278678018606,0.5536629134690741,0.26164326575156804,0.002406953362043242,0.5043359809630626,0.001440394652466214,0.5627928569510177
34,0.25842984216176673,0.002450905477087088,0.49828812997832617,0.0013507270968949115,0.5484143967218252,0.26274994821161834,0.003619504375131549,0.5045559937889511,0.0013579695998388972,0.5494476862855859
35,0.2584563411988026,0.002554953784889699,0.4981160906652779,0.0013576154739895813,0.5485726822377064,0.2615396227385547,0.002829743369885192,0.5037264082882855,0.0013124930791909228,0.5534182819160255
36,0.258201672129168,0.0024987205321975116,0.49807891325812526,0.0012904314609447549,0.537306309558667,0.2610154778168008,0.002463487656535329,0.5038495232930055,0.0012616108980256359,0.5365618334428685
37,0.2579710785635895,0.002452325931428162,0.49800679615652743,0.0012375551688023152,0.5277798900307747,0.2600603143911104,0.0020956422416241586,0.5028207652472161,0.0011139747850294854,0.5440316550635003
38,0.2578154546438734,0.002451256402646028,0.497904020385401,0.0011867854392768424,0.5225402568633553,0.26174877563843857,0.002863490390843032,0.5039612091070896,0.0011742165456903545,0.5730463008622866
39,0.2578864166389332,0.0024609157690235763,0.4979169872895619,0.001221788813894713,0.5245218786714024,0.260621904118641,0.002542748358226507,0.5032273869256716,0.0011200460674543236,0.5345413874129992
40,0.25753449825046415,0.0023618912555553413,0.49780385087052237,0.00114608629818076,0.5124595553139811,0.26225663922928477,0.003464626642321614,0.5052724202742448,0.001099385747472076,0.5056415176069414
41,0.2576256918592388,0.0023622378650211824,0.4976794002307944,0.0012049684892019837,0.5218785231015954,0.26215062471660405,0.003172336511213232,0.5046710226986859,0.0015431836788618082,0.5099593525802767
42,0.2574714472996518,0.002357405506858199,0.4976882485758507,0.001159851035314217,0.5110065823316168,0.26092466651587876,0.0032262651665085876,0.5025565169147543,0.0011088506702484715,0.5311293114681501
43,0.25732192610353993,0.0023268632946957975,0.49776887599207476,0.0010979466822103072,0.5012678565422558,0.26178214517799586,0.0029360593542003552,0.5057066082954407,0.0010405502823256964,0.4952233457887495
44,0.25718241973162914,0.002270166701089838,0.4976150063985048,0.0010986894746334809,0.5006061296345224,0.26117112004273646,0.0022082804620416987,0.5038853356161633,0.001344705223911316,0.567546957247966
45,0.2570529139427757,0.002250345758784378,0.49768467889733775,0.0010522415849984683,0.49079882915828255,0.2599081527945158,0.002555754199322011,0.5035552467043335,0.0009913964384248026,0.45833798719419017
46,0.25706482946466547,0.0022248784322101223,0.4976519956499389,0.001067160540581657,0.49467930233255153,0.26012267897257935,0.0022448836574079215,0.5036302422349518,0.0010570055864927534,0.5005669698521897
47,0.2567090536554993,0.0022246110129282765,0.4972707000664186,0.0010223752948704606,0.482671805144981,0.2607738216583793,0.0031264129069608613,0.5032964969003523,0.0010291031653036338,0.49700589437742493
48,0.25670527779771685,0.002230149848082022,0.497332077314744,0.0010063261227218952,0.4802763241722393,0.25929332504401337,0.0022316637537064584,0.5029263709847992,0.0009993579816010253,0.45991150632097916
49,0.25680289103997017,0.0021878323276579583,0.49749968623586976,0.0010196167211725775,0.4845599570205305,0.26015391402147914,0.0022482889723284423,0.5038531692446889,0.0010462926411246125,0.4932747902096929
50,0.25666417963358573,0.0021751637846624933,0.49748924953364837,0.0009860169948467405,0.47583742777371124,0.26055581485097473,0.002334257270008124,0.5045544646076254,0.0010669681942090392,0.48773585984835754
