activity,channel,real_sampled_windows,synthetic_sampled_windows,real_to_nearest_real_mse_mean,real_to_nearest_real_mse_median,real_to_nearest_real_mse_p05,real_to_nearest_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,syn_to_nearest_real_mse_mean,syn_to_nearest_real_mse_median,syn_to_nearest_real_mse_p05,syn_to_nearest_real_mse_p95,syn_nn_vs_real_nn_ratio,syn_nearest_real_vs_real_nn_ratio
4,ACC_z,1000,1000,0.5181318521499634,0.3696557283401489,0.06113085150718689,1.501222848892212,0.4378344416618347,0.24274283647537231,0.07889842987060547,1.3053276538848877,0.4939408600330353,0.3063921332359314,0.06640186160802841,1.4475862979888916,0.8450251414674886,0.953311127241939
4,BVP,1000,1000,1.0788054466247559,0.42986011505126953,0.06453696638345718,4.083617687225342,0.8624882698059082,0.33856964111328125,0.10497397184371948,3.6574487686157227,0.8394925594329834,0.3175302743911743,0.05536134913563728,3.3157155513763428,0.7994845340319366,0.7781686327775713
4,EDA,1000,1000,0.0011835593031719327,0.00047676078975200653,1.3312697774381377e-05,0.003440421773120761,0.0015164024662226439,0.0009376946836709976,0.0003984924405813217,0.004208064172416925,0.0015037765260785818,0.0008080229163169861,0.00029695648117922246,0.0049679954536259174,1.2812222101238977,1.270554438673642
4,TEMP,1000,1000,8.87942314875545e-06,4.5299530029296875e-06,0.0,2.4819373720674776e-05,0.0002670041285455227,0.00022220611572265625,0.00011156797700095922,0.0005548953777179122,0.00023793685249984264,0.0001779794692993164,6.198883056640625e-05,0.0006256222841329873,30.06998586196968,26.796431312454363
5,ACC_x,1000,1000,0.3343314826488495,0.16754251718521118,0.025893310084939003,1.1741468906402588,0.35822075605392456,0.18832843005657196,0.04882616549730301,1.300134301185608,0.37791189551353455,0.20979230105876923,0.041082918643951416,1.2517085075378418,1.0714538553647552,1.130350909580531
5,ACC_y,1000,1000,0.057785846292972565,0.025859355926513672,0.006816679146140814,0.18945419788360596,0.06561404466629028,0.03409053385257721,0.013414549641311169,0.22859415411949158,0.06955856084823608,0.036171674728393555,0.01109567005187273,0.2438662052154541,1.1354691308599856,1.2037300707785121
5,ACC_z,1000,1000,0.18129263818264008,0.09615963697433472,0.012913544662296772,0.62174391746521,0.20239901542663574,0.10812097787857056,0.03323039039969444,0.6782850027084351,0.2243049591779709,0.12532280385494232,0.026321347802877426,0.7600903511047363,1.1164215902839498,1.2372535444710049
5,BVP,1000,1000,0.9944825768470764,0.6196204423904419,0.13037998974323273,2.900632381439209,0.9297549724578857,0.5607931017875671,0.08791611343622208,3.2021241188049316,0.9481181502342224,0.5813623666763306,0.0491306409239769,3.00329852104187,0.9349132846606483,0.953378341971713
5,EDA,1000,1000,0.003113673534244299,0.0009235739707946777,7.874667790019885e-05,0.011040878482162952,0.00320538436062634,0.001497030258178711,0.00044265706674195826,0.01131143607199192,0.003484203480184078,0.0015130043029785156,0.0004135189519729465,0.012659979052841663,1.0294542203520702,1.1190008977706485
5,TEMP,1000,1000,5.8438777159608435e-06,4.291534423828125e-06,7.152557373046875e-07,1.2874603271484375e-05,0.00015507182979490608,0.00012618303298950195,6.663799285888672e-05,0.00033551454544067383,0.0002558781998232007,0.00013208389282226562,4.360675666248426e-05,0.0005381226656027138,26.53577595769547,43.78568687779763
6,ACC_x,1000,1000,0.14097891747951508,0.07703045010566711,0.0011777281761169434,0.5027313232421875,0.1502685695886612,0.0697910487651825,0.007696682121604681,0.5623965859413147,0.15448452532291412,0.07918375730514526,0.005477285478264093,0.5554788708686829,1.0658939100628004,1.0957987767593795
6,ACC_y,1000,1000,0.03470971807837486,0.011121898889541626,0.00024342062533833086,0.14141862094402313,0.03776046633720398,0.01255660131573677,0.0013864247594028711,0.1419593095779419,0.03808622062206268,0.013488363474607468,0.0010976322228088975,0.1493181586265564,1.0878932018963825,1.0972783050574957
6,ACC_z,1000,1000,0.14228710532188416,0.06189444661140442,0.0014925968134775758,0.5462192893028259,0.1594243049621582,0.06706184148788452,0.007478869054466486,0.5847684741020203,0.1567620187997818,0.06792312860488892,0.004878693725913763,0.5503759384155273,1.1204409886722062,1.101730325071638
6,BVP,1000,1000,0.7249030470848083,0.35886266827583313,0.0292821004986763,2.7417688369750977,0.6882800459861755,0.3362864851951599,0.06113725155591965,2.6000635623931885,0.652947187423706,0.32959410548210144,0.040372248739004135,2.445572853088379,0.9494787596135622,0.9007372641755719
6,EDA,1000,1000,0.0017007844289764762,5.3256750106811523e-05,5.960464477539063e-08,0.004377877805382013,0.0007866078522056341,0.0002164207398891449,9.416916873306036e-05,0.0028960162308067083,0.0007654944784007967,0.000225666823098436,6.834270607214421e-05,0.002762331161648035,0.46249709181486975,0.4500831882976889
6,TEMP,1000,1000,8.923769200919196e-06,3.6954879760742188e-06,2.384185791015625e-07,1.481175422668457e-05,8.11261561466381e-05,6.258487701416016e-05,3.0097366106929258e-05,0.0001643747091293335,0.0001009234765660949,6.240606307983398e-05,2.276897430419922e-05,0.00027514100656844676,9.091019088467872,11.309512190846357
7,ACC_x,1000,1000,0.4606054127216339,0.2772951126098633,0.06679202616214752,1.3615189790725708,0.4211614429950714,0.2664307951927185,0.0724688321352005,1.2080156803131104,0.45044952630996704,0.32386934757232666,0.06523154675960541,1.1560910940170288,0.9143649452717126,0.9779510050660117
7,ACC_y,1000,1000,0.22363504767417908,0.12720441818237305,0.03443095088005066,0.7375005483627319,0.26025837659835815,0.19333875179290771,0.05639360100030899,0.6475614309310913,0.28496795892715454,0.22433693706989288,0.07447019219398499,0.7114761471748352,1.1637638165621373,1.2742544690147732
7,ACC_z,1000,1000,0.32019463181495667,0.17000731825828552,0.0383596271276474,1.030983805656433,0.30414441227912903,0.1734740138053894,0.05986800044775009,1.0074912309646606,0.322603702545166,0.22038643062114716,0.05655057355761528,0.894593358039856,0.9498735520803384,1.0075237698913129
7,BVP,1000,1000,1.0609221458435059,0.45454224944114685,0.05361758545041084,3.8390450477600098,0.8578593134880066,0.3305550217628479,0.09002220630645752,3.34773325920105,0.8363271355628967,0.31216293573379517,0.04841473326086998,3.287400007247925,0.8085978003654072,0.7883020812031022
7,EDA,1000,1000,0.0007569692679680884,0.0002452668850310147,2.384185791015625e-07,0.0035122670233249664,0.0013128919526934624,0.0006841011345386505,0.0003173917648382485,0.004260432906448841,0.0013424968346953392,0.0006888899952173233,0.00022969022393226624,0.00408162409439683,1.734405884425958,1.7735156386189446
7,TEMP,1000,1000,7.931768777780235e-06,3.814697265625e-06,2.384185791015625e-07,1.2642145520658232e-05,0.00012080961460014805,0.0001004934310913086,6.543994095409289e-05,0.0002404183178441599,0.00014905178977642208,7.82012939453125e-05,3.814697265625e-05,0.0004059732018504292,15.231106451133531,18.791746702698934
8,ACC_x,1000,1000,0.10434063524007797,0.010635621845722198,0.00011119246482849121,0.49968281388282776,0.10787010192871094,0.02147030085325241,0.006649772636592388,0.5166255831718445,0.10506361722946167,0.019657690078020096,0.0042982399463653564,0.5092684030532837,1.0338263868195934,1.0069290548952494
8,ACC_y,1000,1000,0.024301467463374138,0.0009896326810121536,6.2501289903593715e-06,0.13752762973308563,0.027427295222878456,0.0037296414375305176,0.0013121748343110085,0.14149612188339233,0.032885435968637466,0.008570007979869843,0.0011270720278844237,0.1518152356147766,1.1286271195027788,1.3532284014617892
8,ACC_z,1000,1000,0.07285835593938828,0.006638731807470322,0.00014177299453876913,0.39287152886390686,0.0795900821685791,0.015301790088415146,0.005301701836287975,0.3643490970134735,0.0861181765794754,0.014934957027435303,0.003543168306350708,0.39145439863204956,1.092394703975904,1.1819945079616967
8,BVP,1000,1000,0.6070230603218079,0.2688711881637573,0.029388248920440674,2.2799606323242188,0.6478606462478638,0.30168092250823975,0.06653904914855957,2.3271079063415527,0.6202900409698486,0.2704654335975647,0.038723524659872055,2.3296046257019043,1.067275180459217,1.0218558099605102
8,EDA,1000,1000,0.0004113086324650794,3.825873136520386e-06,0.0,0.0016265027225017548,0.00026883845566771924,0.00011507794260978699,6.321072578430176e-05,0.0008237272268161178,0.00034541008062660694,0.00010171160101890564,4.051402356708422e-05,0.0011306091910228133,0.6536173433961271,0.8397832025952742
8,TEMP,1000,1000,4.575431375997141e-06,3.5762786865234375e-06,0.0,1.2409686860337388e-05,5.6125940318452194e-05,4.291534423828125e-05,2.288818359375e-05,0.00013214349746704102,7.439380715368316e-05,5.02467155456543e-05,1.5497207641601562e-05,0.00019654631614685059,12.266808461578217,16.25940835741859
