activity,channel,real_num_windows,syn_num_windows,real_mean,syn_mean,abs_mean_diff,real_std,syn_std,abs_std_diff,histogram_overlap_higher_better,ks_statistic_lower_better,real_abs_derivative_mean,syn_abs_derivative_mean,abs_derivative_mean_diff,real_spike_rate_real_99pct_threshold,syn_spike_rate_real_99pct_threshold,fft_logmag_mae_lower_better,fft_logmag_corr_higher_better
3,ACC_z,2277,1000,-0.6923857927322388,-0.9782175421714783,0.2858317494392395,1.000976800918579,1.0088289976119995,0.00785219669342041,0.855291593756862,0.14651999999999998,0.1261090487241745,0.18574754893779755,0.05963850021362305,0.009995298857716963,0.011258317025440313,0.1999833732843399,0.996073186433314
3,BVP,2277,1000,0.00018282775999978185,0.0024247278925031424,0.0022419001325033605,1.3363242149353027,1.3439306020736694,0.007606387138366699,0.9693834729770532,0.02799000000000007,0.11352921277284622,0.1578242927789688,0.04429508000612259,0.009991001652705047,0.0147573385518591,0.38210782408714294,0.9966824802546942
3,EDA,2277,1000,1.0914942026138306,1.1951923370361328,0.10369813442230225,1.4334027767181396,0.6048973798751831,0.8285053968429565,0.4980500427165679,0.34017,0.0010701444698497653,0.009391671046614647,0.008321526576764882,0.009992720534709815,0.3928923679060665,0.19370724260807037,0.9908492181255885
3,TEMP,2277,1000,-1.2578321695327759,-1.2608423233032227,0.0030101537704467773,0.23175863921642303,0.1270812600851059,0.10467737913131714,0.5178745951361441,0.25064,3.0044449886190705e-05,0.0061616115272045135,0.006131567077318323,0.008133749646554889,0.9504637964774951,0.18362633883953094,0.9798762659447131
4,ACC_x,3439,1000,0.5917419791221619,0.35860463976860046,0.2331373393535614,1.0933669805526733,1.0848991870880127,0.008467793464660645,0.871870192438754,0.128,0.5752227902412415,0.6132090091705322,0.03798621892929077,0.009896268712346976,0.0099706457925636,0.1449459344148636,0.9990077519729256
4,ACC_y,3439,1000,0.7530414462089539,0.6145104765892029,0.13853096961975098,0.807758092880249,0.6470723748207092,0.1606857180595398,0.7285814264002981,0.21788000000000002,0.31713998317718506,0.3522435426712036,0.035103559494018555,0.009984470750781441,0.010303326810176126,0.20953114330768585,0.9903726475215026
4,ACC_z,3439,1000,0.7745028138160706,0.4584677815437317,0.31603503227233887,0.7273569703102112,0.7810958623886108,0.05373889207839966,0.7366038666082073,0.27022999999999997,0.37727633118629456,0.42378419637680054,0.04650786519050598,0.009987315977827715,0.010356164383561644,0.21607749164104462,0.9916192919029334
4,BVP,3439,1000,0.00012208988482598215,0.004490158054977655,0.004368068170151673,1.186293363571167,1.2461761236190796,0.0598827600479126,0.95316211789401,0.02373000000000003,0.14650937914848328,0.20371443033218384,0.05720505118370056,0.009999834976831316,0.018980430528375735,0.5300548076629639,0.9937197074295573
4,EDA,3439,1000,0.058716751635074615,0.12807993590831757,0.06936318427324295,0.5180731415748596,0.3652912378311157,0.1527819037437439,0.7411628942597775,0.16804000000000002,0.0006741997203789651,0.011537903919816017,0.010863704199437052,0.009998127840603553,0.7061604696673189,0.1836892068386078,0.9929107995470426
4,TEMP,3439,1000,-1.1353389024734497,-1.167269229888916,0.03193032741546631,0.209974005818367,0.12107539921998978,0.08889860659837723,0.6528447501317607,0.24098999999999993,3.064134216401726e-05,0.010321475565433502,0.010290834223269485,0.009380144526153043,0.9706673189823875,0.20723742246627808,0.9924070167411708
5,ACC_x,6807,1000,0.11480514705181122,-0.2588408887386322,0.3736460357904434,1.1172744035720825,0.9806401133537292,0.13663429021835327,0.8344621537915932,0.1637200000000001,0.10858938843011856,0.15578018128871918,0.047190792858600616,0.009920143791199171,0.013726027397260273,0.21938763558864594,0.999252253664728
5,ACC_y,6807,1000,-0.5644341707229614,-0.48334792256355286,0.08108624815940857,0.5156053900718689,0.41824543476104736,0.09735995531082153,0.7771293073765977,0.19461,0.043301668018102646,0.07189049571752548,0.028588827699422836,0.009999203651588082,0.019107632093933465,0.23879988491535187,0.9955338412968755
5,ACC_z,6807,1000,0.4617193043231964,0.2987293004989624,0.162990003824234,0.8240448832511902,0.7837749719619751,0.04026991128921509,0.8064766353799397,0.1839099999999999,0.07602675259113312,0.12514303624629974,0.049116283655166626,0.00975598677199165,0.014663405088062622,0.2828451097011566,0.9963586714867945
5,BVP,6807,1000,-2.8665701847785385e-06,0.04271914064884186,0.042722007219026636,1.1796635389328003,1.2011713981628418,0.021507859230041504,0.9661777805705524,0.03534999999999999,0.1136336699128151,0.14895004034042358,0.03531637042760849,0.009998916161186668,0.014469667318982388,0.34413161873817444,0.9969314227686846
5,EDA,6807,1000,1.1480664014816284,1.1706241369247437,0.022557735443115234,1.5108925104141235,0.9358047246932983,0.5750877857208252,0.6872345818757346,0.23671,0.0008845053962431848,0.007996508851647377,0.007112003455404192,0.009997478709179598,0.41508023483365947,0.14938674867153168,0.9924238866126944
5,TEMP,6807,1000,-0.9312108159065247,-0.9889809489250183,0.05777013301849365,0.3212895691394806,0.21808843314647675,0.10320113599300385,0.7160746302060379,0.20894999999999997,2.8804337489418685e-05,0.004124673083424568,0.0040958687459351495,0.008333484265794076,0.9315655577299413,0.15324898064136505,0.979212679481962
6,ACC_x,13518,1000,-0.31567099690437317,-0.5982098579406738,0.28253886103630066,0.8628965020179749,0.7861708998680115,0.07672560214996338,0.8148082805102455,0.14376,0.05156930536031723,0.07865975797176361,0.02709045261144638,0.009643878467182555,0.010933463796477496,0.19368486106395721,0.9983524173577628
6,ACC_y,13518,1000,-0.26934224367141724,-0.17179900407791138,0.09754323959350586,0.7757222652435303,0.6914169788360596,0.0843052864074707,0.8340908889420587,0.08996000000000001,0.015849674120545387,0.03023826889693737,0.014388594776391983,0.009911695618424546,0.019170254403131116,0.15391214191913605,0.997469344093525
6,ACC_z,13518,1000,-0.16952422261238098,-0.25519540905952454,0.08567118644714355,1.034687876701355,1.0360302925109863,0.0013424158096313477,0.8814304451703285,0.06813999999999998,0.03973944112658501,0.06853869557380676,0.028799254447221756,0.00988824352193741,0.011563600782778865,0.21278716623783112,0.9983759959941416
6,BVP,13518,1000,-9.042732017405797e-06,0.03552158921957016,0.035530631951587566,0.9940499067306519,0.9781613349914551,0.015888571739196777,0.9656584848673991,0.042120000000000046,0.08627841621637344,0.11265271157026291,0.026374295353889465,0.009999134299154364,0.011643835616438357,0.3102550506591797,0.9966468119033088
6,EDA,13518,1000,-0.0518193244934082,0.10381215065717697,0.15563147515058517,0.7684279680252075,0.44881322979927063,0.3196147382259369,0.5597476203603529,0.35814999999999997,0.0002748838160187006,0.004026526119560003,0.0037516423035413027,0.009990882635575557,0.4603287671232877,0.08805976063013077,0.9802121618116816
6,TEMP,13518,1000,-0.8530420064926147,-0.784912109375,0.06812989711761475,0.219004824757576,0.1238594651222229,0.09514535963535309,0.7110732957907975,0.2343,2.867221337510273e-05,0.0028996553737670183,0.0028709831603919156,0.00968528155110429,0.9048082191780822,0.10892856121063232,0.9872696692908702
7,ACC_x,4660,1000,0.21008996665477753,0.1292186826467514,0.08087128400802612,0.9973771572113037,0.9165145754814148,0.08086258172988892,0.8558195916040773,0.12534999999999996,0.12278805673122406,0.17512843012809753,0.052340373396873474,0.009981690365604763,0.012090019569471625,0.2705029547214508,0.9984132430836631
7,ACC_y,4660,1000,0.9071650505065918,0.9734067320823669,0.06624168157577515,1.2069846391677856,0.9283856749534607,0.27859896421432495,0.7926042951984978,0.11400999999999994,0.07959690690040588,0.11722414195537567,0.03762723505496979,0.009785155757876082,0.02476908023483366,0.28605732321739197,0.9987471522266896
7,ACC_z,4660,1000,-0.6908903121948242,-0.8347841501235962,0.14389383792877197,0.8225961923599243,0.8064739108085632,0.016122281551361084,0.8238742288090128,0.17216,0.08539916574954987,0.13750609755516052,0.05210693180561066,0.0096054189798678,0.014604696673189824,0.3179053068161011,0.9984736052023788
7,BVP,4660,1000,-0.00011155999527545646,0.03403196111321449,0.03414352110848995,1.1363812685012817,1.181900143623352,0.04551887512207031,0.956231307001073,0.04117000000000004,0.11503905802965164,0.15597698092460632,0.04093792289495468,0.009998908141068174,0.015536203522504892,0.40145960450172424,0.994951672471574
7,EDA,4660,1000,-0.16116048395633698,0.05588853359222412,0.2170490175485611,0.4484204649925232,0.29408103227615356,0.15433943271636963,0.6718593666174892,0.29257,0.00046921108150854707,0.005685776937752962,0.005216565856244415,0.009942215465761824,0.622133072407045,0.12236287444829941,0.9632623708625205
7,TEMP,4660,1000,-0.8984659910202026,-0.8199654221534729,0.07850056886672974,0.12155213207006454,0.11164165288209915,0.009910479187965393,0.6728940534468885,0.32182999999999995,3.0629140383098274e-05,0.004313291050493717,0.004282661910110619,0.00951471069937764,0.9386203522504892,0.12555913627147675,0.9839389371039255
8,ACC_x,8467,1000,0.40415334701538086,0.19349215924739838,0.21066118776798248,0.9999815225601196,0.8949667811393738,0.10501474142074585,0.7666250435975699,0.18712999999999996,0.030593719333410263,0.06104855611920357,0.030454836785793304,0.009698294541464883,0.012894324853228964,0.2899228632450104,0.991987134274462
8,ACC_y,8467,1000,-0.4773677885532379,-0.4152718186378479,0.062095969915390015,0.7947365641593933,0.6108419895172119,0.1838945746421814,0.5923265672519045,0.2205,0.009225714951753616,0.022917723283171654,0.013692008331418037,0.009750297979701094,0.01716829745596869,0.2642485797405243,0.9784843982007282
8,ACC_z,8467,1000,0.38334205746650696,0.2488892525434494,0.13445280492305756,0.906029224395752,0.7350954413414001,0.1709337830543518,0.6145682018239931,0.28112000000000004,0.022896792739629745,0.0520210787653923,0.029124286025762558,0.009844366421310593,0.01524853228962818,0.3018583059310913,0.9884071324457201
8,BVP,8467,1000,-6.461719021899626e-05,0.00898674875497818,0.009051365945197176,0.9701669216156006,1.004313588142395,0.034146666526794434,0.9570532965299102,0.03189999999999993,0.0895984023809433,0.11756942421197891,0.027971021831035614,0.009996678713744647,0.013649706457925636,0.3019823133945465,0.9968894996713503
8,EDA,8467,1000,-0.23353804647922516,-0.2328871339559555,0.0006509125232696533,0.643324077129364,0.32032227516174316,0.32300180196762085,0.5697429415764881,0.30486,0.00012969938688911498,0.0031497725285589695,0.0030200731416698545,0.009992749565077912,0.6013972602739726,0.09020229429006577,0.9775581681225062
8,TEMP,8467,1000,-0.9084509611129761,-0.8869690895080566,0.021481871604919434,0.1965729147195816,0.13401269912719727,0.06256021559238434,0.7149833796374897,0.12511,2.8134214517194778e-05,0.0027805049903690815,0.0027523707758518867,0.00980877295691781,0.9047279843444227,0.10284027457237244,0.9920976862453003
