activity,channel,real_sampled_windows,synthetic_sampled_windows,real_to_nearest_real_mse_mean,real_to_nearest_real_mse_median,real_to_nearest_real_mse_p05,real_to_nearest_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,syn_to_nearest_real_mse_mean,syn_to_nearest_real_mse_median,syn_to_nearest_real_mse_p05,syn_to_nearest_real_mse_p95,syn_nn_vs_real_nn_ratio,syn_nearest_real_vs_real_nn_ratio
3,TEMP,1000,1000,5.342722033674363e-06,3.6954879760742188e-06,0.0,1.527071071905084e-05,0.0014354507438838482,0.0013740062713623047,0.0009918808937072754,0.002018070314079523,0.0013540933141484857,0.0012787580490112305,0.0008665203931741416,0.0019681453704833984,268.6740457086146,253.44633421200686
4,ACC_x,1000,1000,1.0392670631408691,0.7227505445480347,0.14054611325263977,2.6065804958343506,0.03505103290081024,0.030406415462493896,0.01728784665465355,0.06564236432313919,0.14361734688282013,0.1258009374141693,0.057970039546489716,0.2708576023578644,0.03372668503019728,0.1381909924565302
4,ACC_y,1000,1000,0.2942878305912018,0.2424468994140625,0.0523565299808979,0.7747043371200562,0.018913697451353073,0.016346514225006104,0.006057524587959051,0.04089537635445595,0.09180064499378204,0.06755071878433228,0.021752918139100075,0.2535795569419861,0.06426938352617877,0.3119416960237926
4,ACC_z,1000,1000,0.4949176609516144,0.350381076335907,0.056655775755643845,1.4677997827529907,0.02085927687585354,0.014849163591861725,0.005569797940552235,0.05498066917061806,0.1356067806482315,0.06866425275802612,0.02366480603814125,0.4849362075328827,0.0421469640742783,0.27399866957160196
4,BVP,1000,1000,1.036165714263916,0.4478304982185364,0.06802129745483398,3.75187349319458,0.511641263961792,0.47495037317276,0.2542298436164856,0.8752172589302063,0.5569999814033508,0.4977604150772095,0.2314138263463974,1.0249935388565063,0.4937832403818321,0.5375587840204106
4,EDA,1000,1000,0.001303143217228353,0.0005022652912884951,1.970498669834342e-05,0.003928873687982559,0.00385269639082253,0.003594063688069582,0.0025663599371910095,0.005439591594040394,0.003430386073887348,0.002994394861161709,0.0018183650681748986,0.00636174064129591,2.9564642933236494,2.632393760359981
4,TEMP,1000,1000,1.1794209058280103e-05,4.291534423828125e-06,0.0,2.1594762074528262e-05,0.0013863693457096815,0.0013255476951599121,0.0009930015075951815,0.00202615256421268,0.0012225601822137833,0.0011435747146606445,0.0007543325191363692,0.0019725202582776546,117.54661451726459,103.65766590812524
5,ACC_x,1000,1000,0.36303794384002686,0.20788809657096863,0.02335261180996895,1.3097171783447266,0.0795736238360405,0.06898769736289978,0.03338414058089256,0.1506814956665039,0.1302318572998047,0.11499351263046265,0.047107383608818054,0.2614746391773224,0.21918817354007689,0.35872794981780615
5,ACC_y,1000,1000,0.05887414887547493,0.027311891317367554,0.00695432722568512,0.21316951513290405,0.013497628271579742,0.010303584858775139,0.004566957242786884,0.032684847712516785,0.025775646790862083,0.017642637714743614,0.006459951400756836,0.07093972712755203,0.22926239324713904,0.43780924706665925
5,ACC_z,1000,1000,0.19043008983135223,0.10879302024841309,0.012285202741622925,0.6473779678344727,0.03967355191707611,0.029962658882141113,0.012549137696623802,0.10156294703483582,0.06441186368465424,0.051044583320617676,0.015982139855623245,0.15122124552726746,0.20833657092853136,0.33824414902969563
5,BVP,1000,1000,1.0287224054336548,0.67901211977005,0.12541787326335907,3.153343439102173,0.5011179447174072,0.46497365832328796,0.257942259311676,0.8562178015708923,0.5483005046844482,0.5109065771102905,0.24339966475963593,1.0077853202819824,0.48712649989008694,0.5329917009567939
5,EDA,1000,1000,0.003492943709716201,0.000980287790298462,8.640773739898577e-05,0.012529803439974785,0.0036350905429571867,0.0034923553466796875,0.0024652481079101562,0.005317077040672302,0.0031343104783445597,0.002781778573989868,0.0016635775100439787,0.005129605531692505,1.040695426280584,0.8973263638992969
5,TEMP,1000,1000,5.503654392668977e-06,4.0531158447265625e-06,0.0,1.239776611328125e-05,0.0012635572347790003,0.0012116432189941406,0.000875774014275521,0.0018573462730273604,0.001125000766478479,0.000997781753540039,0.0006075144046917558,0.0017863452667370439,229.58513464473606,204.40977688879076
6,ACC_x,1000,1000,0.14421941339969635,0.07285042107105255,0.0010736167896538973,0.525212287902832,0.04220554605126381,0.03539019823074341,0.016281593590974808,0.09029543399810791,0.06433863937854767,0.05549614131450653,0.01624070480465889,0.13972780108451843,0.292648160579418,0.44611635744375544
6,ACC_y,1000,1000,0.038294464349746704,0.011729806661605835,0.00016259224503301084,0.17987746000289917,0.01772264391183853,0.013953529298305511,0.0053433021530508995,0.042969729751348495,0.03097016178071499,0.021804168820381165,0.0052254037000238895,0.09451009333133698,0.4627991072019201,0.8087373020252165
6,ACC_z,1000,1000,0.15222783386707306,0.06221418082714081,0.0011676192516461015,0.5975208282470703,0.05223316326737404,0.043348923325538635,0.018028542399406433,0.11766623705625534,0.08936436474323273,0.07822796702384949,0.02117258869111538,0.20334456861019135,0.3431249196712908,0.5870435285919303
6,BVP,1000,1000,0.6955248117446899,0.37048736214637756,0.027261437848210335,2.4373345375061035,0.42613133788108826,0.3814048171043396,0.20390057563781738,0.7769061326980591,0.45881733298301697,0.41235220432281494,0.17679521441459656,0.8997341394424438,0.6126759688301538,0.6596706907293446
6,EDA,1000,1000,0.001012471504509449,6.39110803604126e-05,5.662441182607836e-08,0.005421508569270372,0.0029456797055900097,0.0028048455715179443,0.0016704797744750977,0.004488430917263031,0.002236707368865609,0.002016797661781311,0.0010763853788375854,0.003696748521178961,2.9093951706001016,2.209155871452711
6,TEMP,1000,1000,9.151399353868328e-06,3.814697265625e-06,1.1622906015418266e-07,1.5145540601224639e-05,0.0012862675357609987,0.001211404800415039,0.0008245706558227539,0.0019794167019426823,0.0010480375494807959,0.0009607672691345215,0.0005836129421368241,0.001801133155822754,140.55419133438747,114.52210847270989
7,ACC_x,1000,1000,0.4313354194164276,0.25726819038391113,0.0619300976395607,1.2887977361679077,0.0839393213391304,0.0818151980638504,0.047166015952825546,0.1274188607931137,0.16838501393795013,0.16252917051315308,0.07491429895162582,0.29150810837745667,0.19460335868706435,0.39038067906819596
7,ACC_y,1000,1000,0.21222595870494843,0.12043952941894531,0.03598816692829132,0.6512516736984253,0.05453573539853096,0.04949916899204254,0.028523365035653114,0.0914076715707779,0.13839706778526306,0.12729424238204956,0.049151062965393066,0.25823330879211426,0.2569701450817824,0.6521212985903976
7,ACC_z,1000,1000,0.30388498306274414,0.16023340821266174,0.032297149300575256,0.993869960308075,0.049411285668611526,0.041154056787490845,0.02465134859085083,0.10009684413671494,0.14977890253067017,0.13221760094165802,0.0533173643052578,0.30071866512298584,0.16259864232386045,0.4928802371907427
7,BVP,1000,1000,1.068021297454834,0.45318353176116943,0.04977962374687195,4.156228065490723,0.3567529320716858,0.32833269238471985,0.17174071073532104,0.631425142288208,0.4086175858974457,0.37516921758651733,0.16149088740348816,0.7723690867424011,0.33403166483838087,0.3825931064026613
7,EDA,1000,1000,0.0008754913578741252,0.00032236799597740173,1.1920928955078125e-07,0.0037811154033988714,0.0037155328318476677,0.0034729838371276855,0.0024000827688723803,0.005200203042477369,0.00344484718516469,0.0027466118335723877,0.0017655475530773401,0.0046609994024038315,4.243940043988273,3.934758640598685
7,TEMP,1000,1000,5.886316102987621e-06,3.814697265625e-06,0.0,1.33514404296875e-05,0.0016284477896988392,0.0015916228294372559,0.0011615634430199862,0.0022071837447583675,0.0015113084809854627,0.001392960548400879,0.0008825838449411094,0.0021499991416931152,276.6497349458203,256.7494600261771
8,ACC_x,1000,1000,0.09194360673427582,0.009509516879916191,0.0001803278864827007,0.4772048890590668,0.044626373797655106,0.037856072187423706,0.018764790147542953,0.09049065411090851,0.08415530622005463,0.07252855598926544,0.021274853497743607,0.1878991574048996,0.4853667958298482,0.9152926365317603
8,ACC_y,1000,1000,0.022065259516239166,0.000858242274262011,6.198883056640625e-06,0.10432849079370499,0.01639856956899166,0.013327009975910187,0.005036383867263794,0.03767300769686699,0.034162577241659164,0.0270422101020813,0.005111964885145426,0.08535029739141464,0.7431849852897926,1.548251776350822
8,ACC_z,1000,1000,0.07061964273452759,0.005356550216674805,0.00012612342834472656,0.4063585102558136,0.03251573443412781,0.025721266865730286,0.00767440814524889,0.07673323154449463,0.058605827391147614,0.04670014977455139,0.009754696860909462,0.14734576642513275,0.4604347059126385,0.8298799756245986
8,BVP,1000,1000,0.5971651673316956,0.2640075981616974,0.03326307237148285,2.2877984046936035,0.4231124818325043,0.3949944078922272,0.2143394500017166,0.740466833114624,0.45249462127685547,0.408466100692749,0.18730990588665009,0.8553165793418884,0.708535100469928,0.7577378019195772
8,EDA,1000,1000,0.00036953401286154985,3.546476364135742e-06,0.0,0.0013452768325805664,0.00310718035325408,0.0028776228427886963,0.0016918901819735765,0.004824069328606129,0.002428423846140504,0.002140633761882782,0.001142421388067305,0.003977414220571518,8.408374452984983,6.571584107605111
8,TEMP,1000,1000,4.961311788065359e-06,3.337860107421875e-06,0.0,1.2874603271484375e-05,0.0013090024003759027,0.0012031197547912598,0.0008019685628823936,0.0021216929890215397,0.0010915468446910381,0.0009855031967163086,0.0005734860897064209,0.0019543408416211605,263.8419950797614,220.0117411118566
