activity,channel,real_num_windows,syn_num_windows,real_mean,syn_mean,abs_mean_diff,real_std,syn_std,abs_std_diff,histogram_overlap_higher_better,ks_statistic_lower_better,real_abs_derivative_mean,syn_abs_derivative_mean,abs_derivative_mean_diff,real_spike_rate_real_99pct_threshold,syn_spike_rate_real_99pct_threshold,fft_logmag_mae_lower_better,fft_logmag_corr_higher_better
2,TEMP,3205,3205,-1.1971709728240967,-1.1203510761260986,0.07681989669799805,0.16759778559207916,0.16696155071258545,0.0006362348794937134,0.6333231766770671,0.27122,2.9512206310755573e-05,0.03157071769237518,0.03154120548606443,0.007501732554625082,0.992739451261025,0.3992845118045807,0.866543178601897
3,ACC_x,2277,2277,-0.2776961922645569,-0.2181003987789154,0.05959579348564148,0.8936052918434143,0.5172357559204102,0.37636953592300415,0.8123610424901186,0.14371,0.15807072818279266,0.03245149552822113,0.12561923265457153,0.009986704447693132,0.0,1.0466978549957275,0.7358393380207131
3,ACC_y,2277,2277,0.7492396831512451,0.5054699778556824,0.24376970529556274,0.8674299716949463,0.5858707427978516,0.2815592288970947,0.5675779534475187,0.33866999999999997,0.059727657586336136,0.035555317997932434,0.024172339588403702,0.00999701773972173,0.0,0.5510357022285461,0.8200568785566053
3,ACC_z,2277,2277,-0.6923857927322388,-0.22561751306056976,0.466768279671669,1.000976800918579,0.6292945146560669,0.3716822862625122,0.7219357295783926,0.25912,0.1261090487241745,0.031606655567884445,0.09450239315629005,0.009995298857716963,0.0,0.9323428869247437,0.7952854003427517
3,BVP,2277,2277,0.00018282775999978185,0.02600407972931862,0.025821251969318837,1.3363242149353027,0.7756496071815491,0.5606746077537537,0.8775569897342995,0.05192999999999992,0.11352921277284622,0.07088468223810196,0.04264453053474426,0.009991001652705047,5.7582547159676405e-05,0.2428535372018814,0.9587059758798566
3,EDA,2277,2277,1.0914942026138306,0.4974554479122162,0.5940387547016144,1.4334027767181396,0.5569137930870056,0.876488983631134,0.5058988320707071,0.34651,0.0010701444698497653,0.030186548829078674,0.02911640435922891,0.009992720534709815,0.8313596270713602,0.3421277105808258,0.9016744885440605
3,TEMP,2277,2277,-1.2578321695327759,-1.1493268013000488,0.10850536823272705,0.23175863921642303,0.17886511981487274,0.05289351940155029,0.5326858942687747,0.32984,3.0044449886190705e-05,0.0274020005017519,0.02737195605186571,0.008133749646554889,0.9914519997902964,0.3653162121772766,0.877821581884904
4,ACC_x,3439,3439,0.5917419791221619,0.3474031388759613,0.24433884024620056,1.0933669805526733,0.5228851437568665,0.5704818367958069,0.726722657385868,0.21985999999999994,0.5752227902412415,0.03233524039387703,0.5428875498473644,0.009896268712346976,0.0,1.4955878257751465,0.5266894441513233
4,ACC_y,3439,3439,0.7530414462089539,0.6033774018287659,0.149664044380188,0.807758092880249,0.5107235908508301,0.29703450202941895,0.7371539010250072,0.19728,0.31713998317718506,0.03405112028121948,0.2830888628959656,0.009984470750781441,0.0,1.15264093875885,0.5218081978809644
4,ACC_z,3439,3439,0.7745028138160706,0.45883190631866455,0.315670907497406,0.7273569703102112,0.43493959307670593,0.29241737723350525,0.7173364122928176,0.29002,0.37727633118629456,0.030659550800919533,0.346616780385375,0.009987315977827715,0.0,1.3164879083633423,0.5151052701699236
4,BVP,3439,3439,0.00012208988482598215,0.00023571714700665325,0.0001136272621806711,1.186293363571167,0.833257257938385,0.353036105632782,0.9194107344068042,0.039370000000000016,0.14650937914848328,0.08592858910560608,0.0605807900428772,0.009999834976831316,5.5766450106952084e-05,0.18072521686553955,0.9609163342755713
4,EDA,3439,3439,0.058716751635074615,0.12618128955364227,0.06746453791856766,0.5180731415748596,0.46021780371665955,0.05785533785820007,0.7751481171852282,0.11581999999999992,0.0006741997203789651,0.03348496928811073,0.03281076956773177,0.009998127840603553,0.9129104453406277,0.3649858832359314,0.8738767071716826
4,TEMP,3439,3439,-1.1353389024734497,-1.0972726345062256,0.03806626796722412,0.209974005818367,0.16322949528694153,0.046744510531425476,0.6877146790491422,0.18618,3.064134216401726e-05,0.02641758695244789,0.026386945610283874,0.009380144526153043,0.9910062373067309,0.3651759624481201,0.8937525825354145
5,ACC_x,6807,6807,0.11480514705181122,0.04696459323167801,0.06784055382013321,1.1172744035720825,0.6706489324569702,0.4466254711151123,0.7605380375899808,0.1253,0.10858938843011856,0.029824096709489822,0.07876529172062874,0.009920143791199171,0.0,0.6863145232200623,0.8469863844582762
5,ACC_y,6807,6807,-0.5644341707229614,-0.4717276990413666,0.09270647168159485,0.5156053900718689,0.5008440613746643,0.01476132869720459,0.8565306738467754,0.12683,0.043301668018102646,0.0348052978515625,0.008496370166540146,0.009999203651588082,5.8935532289915674e-05,0.34638193249702454,0.8689825983870717
5,ACC_z,6807,6807,0.4617193043231964,0.43114739656448364,0.03057190775871277,0.8240448832511902,0.5549306869506836,0.2691141963005066,0.7636827782980755,0.16652,0.07602675259113312,0.026930145919322968,0.04909660667181015,0.00975598677199165,0.0,0.5685427188873291,0.8510558071613182
5,BVP,6807,6807,-2.8665701847785385e-06,0.010767013765871525,0.010769880336056303,1.1796635389328003,0.8396238088607788,0.3400397300720215,0.9372693091670339,0.03505999999999998,0.1136336699128151,0.07661791890859604,0.037015751004219055,0.009998916161186668,0.00010263407330487753,0.2041214108467102,0.9680933281387165
5,EDA,6807,6807,1.1480664014816284,0.7459385395050049,0.40212786197662354,1.5108925104141235,0.5873135924339294,0.9235789179801941,0.7123847693550756,0.15798,0.0008845053962431848,0.02855592779815197,0.027671422401908785,0.009997478709179598,0.8401803484786152,0.3047422170639038,0.9140352594744758
5,TEMP,6807,6807,-0.9312108159065247,-0.9371769428253174,0.005966126918792725,0.3212895691394806,0.19065573811531067,0.13063383102416992,0.7437242911708536,0.18335999999999997,2.8804337489418685e-05,0.024342387914657593,0.024313583577168174,0.008333484265794076,0.9900252330325321,0.3324858546257019,0.8862109188878161
6,ACC_x,13518,13518,-0.31567099690437317,-0.38076913356781006,0.06509813666343689,0.8628965020179749,0.5428745746612549,0.32002192735671997,0.7201006297159342,0.15856,0.05156930536031723,0.029529470950365067,0.022039834409952164,0.009643878467182555,0.0,0.3393683433532715,0.8964750321026881
6,ACC_y,13518,13518,-0.26934224367141724,-0.20754443109035492,0.06179781258106232,0.7757222652435303,0.5563068389892578,0.21941542625427246,0.7931776728251221,0.11005,0.015849674120545387,0.03356083109974861,0.017711156979203224,0.009911695618424546,0.005784705700799311,0.13319724798202515,0.9387584038624915
6,ACC_z,13518,13518,-0.16952422261238098,0.009091822430491447,0.17861604504287243,1.034687876701355,0.6522437334060669,0.3824441432952881,0.7505514926856783,0.14931,0.03973944112658501,0.028440333902835846,0.01129910722374916,0.00988824352193741,2.8953205539674723e-07,0.25775769352912903,0.9273144655604827
6,BVP,13518,13518,-9.042732017405797e-06,0.007581378798931837,0.007590421530949243,0.9940499067306519,0.782599151134491,0.2114507555961609,0.9361314543571535,0.03544000000000003,0.08627841621637344,0.06955498456954956,0.016723431646823883,0.009999134299154364,0.0002462470131149335,0.13789956271648407,0.970540274601348
6,EDA,13518,13518,-0.0518193244934082,-0.12746365368366241,0.07564432919025421,0.7684279680252075,0.44793111085891724,0.3204968571662903,0.7298325901113331,0.13754000000000002,0.0002748838160187006,0.0272675734013319,0.0269926895853132,0.009990882635575557,0.921248583826334,0.3610367774963379,0.8557424091708927
6,TEMP,13518,13518,-0.8530420064926147,-0.8620572090148926,0.009015202522277832,0.219004824757576,0.15716463327407837,0.06184019148349762,0.7535235137871727,0.12234999999999996,2.867221337510273e-05,0.025521699339151382,0.02549302712577628,0.00968528155110429,0.9907164441757587,0.33441394567489624,0.8861289113347158
7,ACC_x,4660,4660,0.21008996665477753,0.06238633766770363,0.1477036289870739,0.9973771572113037,0.5739306807518005,0.4234464764595032,0.6605439411212446,0.25195999999999996,0.12278805673122406,0.04332652688026428,0.07946152985095978,0.009981690365604763,0.0,0.6413426399230957,0.8380612367974904
7,ACC_y,4660,4660,0.9071650505065918,0.5994523167610168,0.30771273374557495,1.2069846391677856,0.6906985640525818,0.5162860751152039,0.5834558576984978,0.33251,0.07959690690040588,0.04358906298875809,0.0360078439116478,0.009785155757876082,5.207327213324039e-05,0.3976699411869049,0.8746511945222035
7,ACC_z,4660,4660,-0.6908903121948242,-0.3150554895401001,0.3758348226547241,0.8225961923599243,0.5631392598152161,0.25945693254470825,0.7619748357027898,0.24420999999999993,0.08539916574954987,0.03905411437153816,0.046345051378011703,0.0096054189798678,0.0,0.5342749953269958,0.8394942828973729
7,BVP,4660,4660,-0.00011155999527545646,-0.012735463678836823,0.012623903683561366,1.1363812685012817,0.7135347723960876,0.4228464961051941,0.9261178078057939,0.04171999999999998,0.11503905802965164,0.06923666596412659,0.045802392065525055,0.009998908141068174,4.3674357273040324e-05,0.2016448676586151,0.9533034464146594
7,EDA,4660,4660,-0.16116048395633698,-0.14554451406002045,0.015615969896316528,0.4484204649925232,0.4048793613910675,0.04354110360145569,0.745464223444206,0.13749,0.00046921108150854707,0.03259695693850517,0.032127745856996626,0.009942215465761824,0.9347916649168927,0.39833152294158936,0.863094656195557
7,TEMP,4660,4660,-0.8984659910202026,-0.9053295850753784,0.006863594055175781,0.12155213207006454,0.13530419766902924,0.013752065598964691,0.8145792817864806,0.07377000000000003,3.0629140383098274e-05,0.031004073098301888,0.03097344395791879,0.00951471069937764,0.9925027086500424,0.39243564009666443,0.8704635727792752
8,ACC_x,8467,8467,0.40415334701538086,0.03200991079211235,0.3721434362232685,0.9999815225601196,0.6062494516372681,0.39373207092285156,0.644567004620881,0.2889999999999999,0.030593719333410263,0.03062252886593342,2.8809532523155212e-05,0.009698294541464883,3.6980222745749182e-06,0.19913166761398315,0.8985273296683008
8,ACC_y,8467,8467,-0.4773677885532379,-0.3305176794528961,0.1468501091003418,0.7947365641593933,0.5440717935562134,0.25066477060317993,0.5984347780353136,0.25338,0.009225714951753616,0.03495805338025093,0.025732338428497314,0.009750297979701094,0.02188558920011085,0.22483722865581512,0.9135226423395523
8,ACC_z,8467,8467,0.38334205746650696,0.3987257778644562,0.015383720397949219,0.906029224395752,0.5572096705436707,0.3488195538520813,0.6420600290096846,0.22360000000000002,0.022896792739629745,0.029112843796610832,0.006216051056981087,0.009844366421310593,2.8890799020116546e-05,0.170523539185524,0.9042542654882555
8,BVP,8467,8467,-6.461719021899626e-05,0.005719506647437811,0.005784123837656807,0.9701669216156006,0.7838685512542725,0.18629837036132812,0.964300971787528,0.012880000000000003,0.0895984023809433,0.07124219834804535,0.01835620403289795,0.009996678713744647,0.0002482297451808414,0.14264877140522003,0.9665849146089137
8,EDA,8467,8467,-0.23353804647922516,-0.13190892338752747,0.10162912309169769,0.643324077129364,0.4410654902458191,0.20225858688354492,0.6491449801434983,0.252,0.00012969938688911498,0.0292916689068079,0.029161969519918784,0.009992749565077912,0.9577110351527064,0.3974914252758026,0.800887013641287
8,TEMP,8467,8467,-0.9084509611129761,-0.8987584114074707,0.009692549705505371,0.1965729147195816,0.16004668176174164,0.036526232957839966,0.7605466904600213,0.10007999999999995,2.8134214517194778e-05,0.025545110926032066,0.02551697671151487,0.00980877295691781,0.9906144194671288,0.33844301104545593,0.8832821004264084
