candidate,activity,signal,reference_split,real_sampled_windows,synthetic_sampled_windows,real_mean,synthetic_mean,abs_mean_diff_lower_is_better,real_std,synthetic_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
prior,2,BVP,real_train,2138,1000,9.35838688747026e-05,-0.0045456779189407825,0.004639261787815485,0.9875429272651672,0.009085620753467083,0.9784573065117002,0.22815353864593077,0.7783957123756409
prior,3,BVP,real_train,1498,1000,0.00030768243595957756,-0.011313105002045631,0.011620787438005209,1.3883988857269287,0.016474563628435135,1.3719243220984936,0.27725427653538054,0.9548392295837402
prior,4,BVP,real_train,2294,1000,-4.440754491952248e-05,-0.011268651112914085,0.011224243567994563,1.2559813261032104,0.010330306366086006,1.2456510197371244,0.16466069944692677,0.9296438694000244
prior,5,BVP,real_train,3000,1000,-0.0015889970818534493,-0.014479082077741623,0.012890084995888174,1.1780955791473389,0.013055684976279736,1.1650398941710591,0.24055078125000004,0.8956475853919983
prior,6,BVP,real_train,3000,1000,-0.0005897226510569453,0.004020958207547665,0.00461068085860461,1.0538209676742554,0.00848228856921196,1.0453386791050434,0.38743684895833336,0.8086000680923462
prior,7,BVP,real_train,2900,1000,-0.00011204549809917808,-0.0056855627335608006,0.0055735172354616225,1.3333719968795776,0.010495729744434357,1.3228762671351433,0.28575107758620694,0.9516608119010925
prior,8,BVP,real_train,3000,1000,0.0005444939015433192,-0.0010972407180815935,0.0016417346196249127,1.0245630741119385,0.008952395059168339,1.0156106790527701,0.276404296875,0.8235671520233154
prior,1,EDA,real_train,3000,1000,-0.5811755657196045,-0.7415522336959839,0.1603766679763794,0.4477596879005432,0.0894591435790062,0.358300544321537,0.3374036458333334,0.13213518261909485
prior,2,EDA,real_train,2138,1000,-0.10860738903284073,-0.358193963766098,0.2495865747332573,0.9505728483200073,0.23326273262500763,0.7173101156949997,0.2942944486669785,0.10509978979825974
prior,3,EDA,real_train,1498,1000,1.1392818689346313,0.9587950110435486,0.18048685789108276,1.175513505935669,0.4325442314147949,0.742969274520874,0.17210433964035382,0.16027045249938965
prior,4,EDA,real_train,2294,1000,0.047725480049848557,0.09193336218595505,0.04420788213610649,0.5098702311515808,0.14991015195846558,0.35996007919311523,0.3948739016864647,0.051571331918239594
prior,5,EDA,real_train,3000,1000,0.8184034824371338,0.8518517017364502,0.033448219299316406,1.1165512800216675,0.15070852637290955,0.9658427536487579,0.13952604166666666,0.08345604687929153
prior,6,EDA,real_train,3000,1000,-0.06759469211101532,-0.07024575024843216,0.0026510581374168396,0.6685348153114319,0.16329830884933472,0.5052365064620972,0.29071223958333337,0.05853772535920143
prior,7,EDA,real_train,2900,1000,-0.11838069558143616,-0.24779589474201202,0.12941519916057587,0.4631924629211426,0.17754578590393066,0.2856466770172119,0.4360125269396552,0.05913639813661575
prior,8,EDA,real_train,3000,1000,-0.1249440610408783,-0.2588184177875519,0.13387435674667358,0.7376611232757568,0.23823858797550201,0.4994225353002548,0.21666601562499999,0.05799952894449234
prior,1,TEMP,real_train,3000,1000,-1.0912222862243652,-1.1520893573760986,0.0608670711517334,0.12599872052669525,0.06349755078554153,0.06250116974115372,0.49363606770833335,0.1206875592470169
prior,2,TEMP,real_train,2138,1000,-1.152831792831421,-1.1540004014968872,0.0011686086654663086,0.15335358679294586,0.06525691598653793,0.08809667080640793,0.3754839858366464,0.09355262666940689
prior,3,TEMP,real_train,1498,1000,-1.223190188407898,-1.2304999828338623,0.0073097944259643555,0.23925596475601196,0.09750081598758698,0.141755148768425,0.30557835968791724,0.09816260635852814
prior,4,TEMP,real_train,2294,1000,-1.1054885387420654,-1.1622636318206787,0.05677509307861328,0.17372891306877136,0.09867195039987564,0.07505696266889572,0.3661282455590671,0.06680755317211151
prior,5,TEMP,real_train,3000,1000,-0.880868673324585,-0.9474175572395325,0.06654888391494751,0.22784893214702606,0.16697239875793457,0.06087653338909149,0.36923828125,0.0768868625164032
prior,6,TEMP,real_train,3000,1000,-0.8324009776115417,-0.7111255526542664,0.12127542495727539,0.14217303693294525,0.046327076852321625,0.09584596008062363,0.15498958333333332,0.0705893263220787
prior,7,TEMP,real_train,2900,1000,-0.895415186882019,-0.7990432381629944,0.09637194871902466,0.11716941744089127,0.08249416947364807,0.034675247967243195,0.3750451912715517,0.078609399497509
prior,8,TEMP,real_train,3000,1000,-0.8867407441139221,-0.8959119319915771,0.00917118787765503,0.18711525201797485,0.08496890962123871,0.10214634239673615,0.39933138020833336,0.105564184486866
