candidate,activity,signal,feature_dim,real_train_sampled_windows,synthetic_sampled_windows,real_train_to_nearest_real_train_mse_mean,real_train_to_nearest_real_train_mse_median,real_train_to_nearest_real_train_mse_p01,real_train_to_nearest_real_train_mse_p05,real_train_to_nearest_real_train_mse_p95,syn_to_nearest_train_real_mse_mean,syn_to_nearest_train_real_mse_median,syn_to_nearest_train_real_mse_p01,syn_to_nearest_train_real_mse_p05,syn_to_nearest_train_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p01,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,copy_ratio_mean,near_duplicate_threshold_real_train_p01_mse,near_duplicate_rate_p01_lower_is_better,synthetic_diversity_ratio_mean
prior,3,ACC_y,512,1000,1000,0.14200903475284576,0.10227525234222412,0.0023087644949555397,0.007607174105942249,0.396354615688324,0.06116003915667534,0.006958425045013428,0.0008327674586325884,0.000929713249206543,0.5560657978057861,2.2529548004968092e-05,1.9311904907226562e-05,8.36124672787264e-06,1.049041748046875e-05,4.4357777369441465e-05,0.4306770992642757,0.0023087644949555397,0.3,0.00015864869474099862
prior,4,ACC_y,512,1000,1000,0.3209760785102844,0.23921799659729004,0.039257120341062546,0.054667264223098755,0.8520304560661316,0.037072088569402695,0.025195717811584473,0.01676928997039795,0.01697104051709175,0.14760807156562805,1.8165654182666913e-05,1.3828277587890625e-05,4.647970399673795e-06,5.840975973114837e-06,4.225373413646594e-05,0.11549797960477876,0.039257120341062546,0.9,5.659504056183073e-05
prior,5,ACC_y,512,1000,1000,0.06512647867202759,0.03184722363948822,0.005685189738869667,0.007849258370697498,0.2238249033689499,0.0028653524350374937,0.002584308385848999,0.0017094856593757868,0.001809480832889676,0.004684811923652887,9.25384483707603e-06,6.198883056640625e-06,1.9073486328125e-06,2.682209014892578e-06,2.1533667677431367e-05,0.04399673517536867,0.005685189738869667,1.0,0.00014209036056866744
prior,6,ACC_y,512,1000,1000,0.035464152693748474,0.011579775251448154,0.00010437156743137166,0.00029517122311517596,0.13767990469932556,0.00020458988728933036,0.00020993314683437347,4.3939649913227186e-05,6.981827027630061e-05,0.00031866953941062093,6.035992100805743e-06,4.259869456291199e-06,1.4282018128142226e-06,1.8775463104248047e-06,1.6517937183380127e-05,0.005768920776313794,0.00010437156743137166,0.126,0.00017019981142450222
prior,7,ACC_y,512,1000,1000,0.24905072152614594,0.1410694122314453,0.03788372874259949,0.05226733535528183,0.7927061319351196,0.038673706352710724,0.022041194140911102,0.008431654423475266,0.008747423067688942,0.11675513535737991,1.9033435819437727e-05,1.1920928955078125e-05,3.337860107421875e-06,4.6348200157808606e-06,4.5544795284513384e-05,0.15528445818475842,0.03788372874259949,0.7,7.642393365818678e-05
prior,8,ACC_y,512,1000,1000,0.022276943549513817,0.0006940215826034546,0.0,2.0763836801052094e-06,0.09585133194923401,0.0006974757998250425,0.00029731541872024536,9.724219125928357e-05,0.00012667830742429942,0.003753992961719632,9.184892405755818e-06,6.16908073425293e-06,2.0709819636977045e-06,2.785550805128878e-06,2.2147596610011533e-05,0.03130931306957792,0.0,0.0,0.00041230487411080566
prior,1,ACC_z,512,1000,1000,0.039128199219703674,0.0004967451095581055,0.0,9.162584319710732e-06,0.25133439898490906,0.0008876593201421201,0.0005889296298846602,2.8420687158359215e-05,7.55757064325735e-05,0.0025534771848469973,1.3672617569682188e-05,6.839632987976074e-06,2.0262225461920025e-06,2.5331974029541016e-06,3.0441582566709258e-05,0.022685923140953648,0.0,0.0,0.0003494313012697274
prior,2,ACC_z,512,1000,1000,0.24746719002723694,0.16584478318691254,0.05563374236226082,0.06947143375873566,0.7482150197029114,0.042328450828790665,0.04300034046173096,0.03494185581803322,0.03577849641442299,0.051200106739997864,1.2414157026796602e-05,9.447336196899414e-06,2.9790401185891824e-06,3.933906555175781e-06,2.8866528737125918e-05,0.171046718654428,0.05563374236226082,1.0,5.016486034140633e-05
prior,3,ACC_z,512,1000,1000,0.5492841005325317,0.39993613958358765,0.02661140449345112,0.08201649785041809,1.5216670036315918,0.03697936609387398,0.03676551580429077,0.015337671153247356,0.015894323587417603,0.05684544891119003,2.5203942641383037e-05,1.919269561767578e-05,7.152557373046875e-06,9.417533874511719e-06,5.1033497584285215e-05,0.06732284087236902,0.02661140449345112,0.303,4.588507589596673e-05
prior,4,ACC_z,512,1000,1000,0.524086594581604,0.34416818618774414,0.05358109623193741,0.06691399961709976,1.6029917001724243,0.07492253184318542,0.06450408697128296,0.0296799223870039,0.03115331009030342,0.19150802493095398,1.7764836229616776e-05,1.3709068298339844e-05,3.6352873848954914e-06,5.543231964111328e-06,4.3571741116466e-05,0.14295830616121485,0.05358109623193741,0.25,3.3896757545952965e-05
prior,5,ACC_z,512,1000,1000,0.20252177119255066,0.11697971820831299,0.012974977493286133,0.019791865721344948,0.6646738052368164,0.019396942108869553,0.01864081434905529,0.012543600983917713,0.014061301946640015,0.025257088243961334,1.0115668374055531e-05,7.62939453125e-06,2.5027991341630695e-06,3.4568831779324682e-06,2.463310920575168e-05,0.0957770712484418,0.012974977493286133,0.017,4.9948547825201e-05
prior,6,ACC_z,512,1000,1000,0.17035745084285736,0.06938430666923523,0.0007118916255421937,0.0015120506286621094,0.6696380376815796,0.004397843964397907,0.004123565275222063,0.0013350389199331403,0.001644653850235045,0.0076437280513346195,1.0260604540235363e-05,6.16908073425293e-06,2.3689865429332713e-06,3.0833411983621772e-06,2.2477197489934042e-05,0.025815389597808703,0.0007118916255421937,0.001,6.022985486968833e-05
prior,7,ACC_z,512,1000,1000,0.33971917629241943,0.16452452540397644,0.032563209533691406,0.043316833674907684,1.123078465461731,0.028386643156409264,0.021484315395355225,0.0031985468231141567,0.003288441803306341,0.06625960767269135,1.3925314306106884e-05,8.940696716308594e-06,2.920031647590804e-06,3.6954879760742188e-06,3.65197665814776e-05,0.08355914277848991,0.032563209533691406,0.641,4.09906631061663e-05
prior,8,ACC_z,512,1000,1000,0.06553057581186295,0.00590360164642334,9.532868716632947e-06,7.367729995166883e-05,0.3264737129211426,0.0008784412057138979,0.00046537816524505615,0.0001016543828882277,0.0001347539946436882,0.003448751987889409,8.215594789362513e-06,5.709007382392883e-06,1.9669532775878906e-06,2.682209014892578e-06,1.8298625946044922e-05,0.0134050585521465,9.532868716632947e-06,0.0,0.00012537040438877466
prior,1,BVP,512,1000,1000,0.17574471235275269,0.06843960285186768,0.0030783487018197775,0.0052360245026648045,0.6930772662162781,0.003410473931580782,0.0033884248696267605,0.0031959293410182,0.003229179186746478,0.003666630946099758,2.2903212084202096e-05,2.2112815713626333e-05,1.501364658906823e-05,1.649402292969171e-05,3.138549072900787e-05,0.019405840926441754,0.0030783487018197775,0.0,0.00013032091707106979
prior,2,BVP,512,1000,1000,0.7252623438835144,0.3295329809188843,0.03182169422507286,0.04125327989459038,2.313147783279419,0.013586954213678837,0.01357722282409668,0.013229059986770153,0.013310771435499191,0.013880467042326927,1.4336712411022745e-05,1.296482514590025e-05,8.399152648053132e-06,9.245808541891165e-06,2.1702464437112212e-05,0.018733847590825782,0.03182169422507286,1.0,1.9767622753243876e-05
prior,3,BVP,512,1000,1000,1.4232126474380493,0.8424105644226074,0.01918618008494377,0.073598712682724,4.852502346038818,0.004181995987892151,0.004133186303079128,0.00375537620857358,0.003812311450019479,0.004694780800491571,3.364281292306259e-05,2.9315677238628268e-05,1.628977042855695e-05,2.0198967831674963e-05,5.8730540331453085e-05,0.0029384196349155813,0.01918618008494377,1.0,2.3638641058750866e-05
prior,4,BVP,512,1000,1000,1.2484331130981445,0.6403594613075256,0.05642304942011833,0.07788775861263275,4.417553424835205,0.031087743118405342,0.03106418251991272,0.030559737235307693,0.030670199543237686,0.031570613384246826,2.493575266271364e-05,2.3524597054347396e-05,1.57277136167977e-05,1.726417576719541e-05,3.603977893362753e-05,0.024901408647562368,0.05642304942011833,1.0,1.9973639277183554e-05
prior,5,BVP,512,1000,1000,1.032162070274353,0.699103057384491,0.0769883543252945,0.14766836166381836,3.0089333057403564,0.007804267108440399,0.007735302671790123,0.007320580538362265,0.007383482065051794,0.008433137089014053,2.2527256078319624e-05,2.0158011466264725e-05,1.2459146091714501e-05,1.422001514583826e-05,3.398075568838976e-05,0.007561086900205499,0.0769883543252945,1.0,2.1825308957857543e-05
prior,6,BVP,512,1000,1000,0.8566204905509949,0.4778410792350769,0.015704525634646416,0.029341408982872963,2.804779052734375,0.00450309319421649,0.0044911447912454605,0.004404943436384201,0.004426152911037207,0.004611592274159193,1.8031574654742144e-05,1.7138485418399796e-05,1.1808493582066149e-05,1.3084533748042304e-05,2.488936297595501e-05,0.005256812373610177,0.015704525634646416,1.0,2.104966534613699e-05
prior,7,BVP,512,1000,1000,1.4096777439117432,0.8245533108711243,0.04291795194149017,0.058096613734960556,5.124006748199463,0.022343577817082405,0.022329721599817276,0.02171984128654003,0.021840255707502365,0.022895805537700653,1.772354698914569e-05,1.6129888535942882e-05,9.802402018976863e-06,1.2031002370349597e-05,2.57182473433204e-05,0.015850131644329406,0.04291795194149017,1.0,1.2572764992348011e-05
prior,8,BVP,512,1000,1000,0.7076196074485779,0.31853318214416504,0.008856366388499737,0.0291244238615036,2.4652018547058105,0.006085200235247612,0.006067476700991392,0.0058693652972579,0.005916401278227568,0.0062983655370771885,2.181053059757687e-05,2.059758480754681e-05,1.4725883374921978e-05,1.5877774785622023e-05,2.937676435976755e-05,0.00859953592465966,0.008856366388499737,1.0,3.082239435989883e-05
prior,1,EDA,512,1000,1000,4.0813236410031095e-05,0.0,0.0,0.0,0.0001393303246004507,0.0016988776624202728,7.104873657226562e-05,3.5762786865234375e-06,1.048445665219333e-05,0.016072675585746765,4.5012830014456995e-06,3.0994415283203125e-06,7.152557373046875e-07,1.1920928955078125e-06,9.781122571439482e-06,41.62565412241412,0.0,0.0,0.11028978334929038
prior,2,EDA,512,1000,1000,0.0010179009987041354,9.235739707946777e-05,0.0,0.0,0.003981594927608967,0.0006922198808752,0.00028586387634277344,5.9595702623482794e-05,8.566975884605199e-05,0.002320760628208518,6.0257711993472185e-06,3.7550926208496094e-06,1.0132789611816406e-06,1.4007091522216797e-06,1.5290239389287308e-05,0.6800463716574088,0.0,0.0,0.00591980085196741
prior,3,EDA,512,1000,1000,0.0024310103617608547,0.001355290412902832,2.382993670835276e-06,6.079673767089844e-06,0.008666515350341797,0.0015877962578088045,0.0011389479041099548,0.00017689942615106702,0.000311434268951416,0.0037083744537085295,2.1275374820106663e-05,9.655952453613281e-06,3.2779573757579783e-06,4.291534423828125e-06,3.140568878734484e-05,0.6531425298651197,2.382993670835276e-06,0.0,0.008751659455986958
prior,4,EDA,512,1000,1000,0.0012087313225492835,0.0004767579957842827,1.8234848539577797e-05,5.404502007877454e-05,0.004194414708763361,0.00026517550577409565,0.00023673847317695618,3.675965126603842e-05,5.2182600484229624e-05,0.0006553806597366929,7.54793154555955e-06,5.632638931274414e-06,1.8780899608827895e-06,2.348329871892929e-06,1.59559422172606e-05,0.2193833326125986,1.8234848539577797e-05,0.0,0.006244507281933036
prior,5,EDA,512,1000,1000,0.0034158718772232533,0.0009441515430808067,2.4633556677144952e-05,6.289743032539263e-05,0.013116836547851562,0.0005183233879506588,0.0005058050155639648,5.2090883400524035e-05,8.845030970405787e-05,0.0010255693923681974,1.0268270671076607e-05,6.9141387939453125e-06,2.263188434881158e-06,3.0994415283203125e-06,2.467632293701172e-05,0.15173970411677196,2.4633556677144952e-05,0.0,0.0030060467839981273
prior,6,EDA,512,1000,1000,0.0007431674166582525,4.44464385509491e-05,0.0,4.76837158203125e-07,0.0029069166630506516,0.00013460197078529745,6.018206477165222e-05,8.095446901279502e-06,1.3231858247308992e-05,0.0006335858488455415,5.097625034977682e-06,2.82912515103817e-06,8.344650268554688e-07,1.1585652828216553e-06,1.1835712939500809e-05,0.18111931143395987,0.0,0.0,0.006859322570814267
prior,7,EDA,512,1000,1000,0.0008890923345461488,0.0003430010983720422,0.0,7.152557373046875e-07,0.0039345636032521725,0.00012446031905710697,6.072642281651497e-05,9.502023203822318e-06,1.7258786101592705e-05,0.0005357048357836902,5.066722224000841e-06,2.9489165171980858e-06,8.04066644377599e-07,1.237727701663971e-06,1.2532621440186631e-05,0.13998581949380962,0.0,0.0,0.005698758190944509
prior,8,EDA,512,1000,1000,0.00032698787981644273,5.900859832763672e-06,0.0,1.1920928955078125e-07,0.0012238979106768966,6.423665035981685e-05,3.2143667340278625e-05,3.6352873848954914e-06,7.271766662597656e-06,0.000216018408536911,4.2512911022640765e-06,2.8908252716064453e-06,9.533762863611628e-07,1.1920928955078125e-06,9.8375603556633e-06,0.19644963720330127,0.0,0.0,0.013001372114007934
prior,1,TEMP,512,1000,1000,3.82971757062478e-06,3.0994415283203125e-06,0.0,0.0,1.0251998901367188e-05,8.326172974193469e-05,6.365776062011719e-05,7.3909759521484375e-06,1.0728836059570312e-05,0.00021228790865279734,4.426241048349766e-06,3.0994415283203125e-06,4.76837158203125e-07,1.1920928955078125e-06,1.1920928955078125e-05,21.740958231640924,0.0,0.0,1.1557617413619536
prior,2,TEMP,512,1000,1000,4.2942760956066195e-06,2.86102294921875e-06,0.0,0.0,1.1807680493802764e-05,8.106255700113252e-05,6.699562072753906e-05,6.198883056640625e-06,1.11937524707173e-05,0.00021085739717818797,4.043340595671907e-06,2.86102294921875e-06,4.76837158203125e-07,9.5367431640625e-07,1.0502338227524888e-05,18.876885229635295,0.0,0.0,0.9415651219558427
prior,3,TEMP,512,1000,1000,6.016015959176002e-06,3.814697265625e-06,0.0,0.0,1.7642974853515625e-05,0.00011677527072606608,8.285045623779297e-05,7.3909759521484375e-06,1.3577938261732925e-05,0.0003309488238301128,7.080793238856131e-06,5.245208740234375e-06,1.6689300537109375e-06,2.384185791015625e-06,1.6939640772761777e-05,19.410731540356565,0.0,0.0,1.176990434683948
prior,4,TEMP,512,1000,1000,5.121230969962198e-06,3.814697265625e-06,0.0,0.0,1.3113021850585938e-05,0.00021259700588416308,4.553794860839844e-05,4.050731604365865e-06,7.152557373046875e-06,0.0009124755742959678,5.073547526990296e-06,3.814697265625e-06,1.1897086551471148e-06,1.6689300537109375e-06,1.2159347534179688e-05,41.51287202844755,0.0,0.0,0.9906890661148497
prior,5,TEMP,512,1000,1000,4.761457603308372e-06,3.814697265625e-06,0.0,1.758337049295733e-07,1.0973215466947295e-05,4.5583961764350533e-05,3.218650817871094e-05,5.720854005630827e-06,9.5367431640625e-06,0.00013067721738480031,6.8794488470302895e-06,5.066394805908203e-06,1.9073486328125e-06,2.384185791015625e-06,1.6689300537109375e-05,9.573530956713283,0.0,0.0,1.4448199312433838
prior,6,TEMP,512,1000,1000,4.4179560063639656e-06,3.3974647521972656e-06,0.0,0.0,1.049041748046875e-05,0.0002815175103023648,0.00027447938919067383,5.9604644775390625e-06,9.2864038379048e-06,0.0006521999603137374,3.865122835122747e-06,2.6226043701171875e-06,8.940696716308594e-07,1.1920928955078125e-06,7.510185241699219e-06,63.72121177685908,0.0,0.0,0.8748667550231658
prior,7,TEMP,512,1000,1000,1.2899935427412856e-05,3.814697265625e-06,0.0,0.0,1.33514404296875e-05,3.927153375116177e-05,3.1441450119018555e-05,8.462667210551444e-06,1.143813096859958e-05,9.585618681740016e-05,3.6857127270195633e-06,2.7418136596679688e-06,9.5367431640625e-07,1.3113021850585938e-06,8.112192517728545e-06,3.0443201806815448,0.0,0.0,0.2857155950709089
prior,8,TEMP,512,1000,1000,5.310952474246733e-06,3.2186508178710938e-06,0.0,0.0,1.1208653631911147e-05,7.174765778472647e-05,6.222724914550781e-05,6.555319032486295e-06,1.2511014574556611e-05,0.00016666055307723582,3.938436293537961e-06,2.86102294921875e-06,8.344650268554688e-07,1.1920928955078125e-06,9.185076123685576e-06,13.509376732824679,0.0,0.0,0.741568732282162
